ID,Question,True Answer,Predicted Answer,Correct,Strategy,Question Type,Match Type,Cost,Tokens Used
e1dd507c0bda11eba7f7acde48001122,What is the cause of death of director of film What Every Girl Should Know (Film)?,heart attack,heart attack,True,direct,compositional,exact,0.0012895,849
e07e7a680bd911eba7f7acde48001122,When was the director of film Carmen Jones (Film) born?,5 December 1905,"December 5, 1905",True,direct,compositional,word_overlap,0.0016955,1117
bb3049d4085b11ebbd5cac1f6bf848b6,"Did the movies French Without Tears (Film) and Desert Hell, originate from the same country?",no,French Without Tears (Film) and Desert Hell originated from different countries,False,direct,comparison,no_match,0.001063,690
95e2adbf08e411ebbda4ac1f6bf848b6,"Which film has the director who was born later, No Day Without You or Chakrapani?",Chakrapani,No Day Without You,False,direct,bridge_comparison,no_match,0.0010765000000000002,710
a8a591d8086611ebbd5eac1f6bf848b6,"Who was born later, Ralph Earle Jr. or Kelley Jones?",Kelley Jones,Ralph Earle Jr,False,direct,comparison,no_match,0.001136,750
b85735cf09b311ebbdb0ac1f6bf848b6,"Are Fossebreen and Peak Pobeda, Sakha located in the same country?",no,No,True,direct,comparison,exact,0.0013664999999999999,898
3a6dda2908ce11ebbd94ac1f6bf848b6,Are both Urumbilum River and Ailette (River) located in the same country?,no,No,True,direct,comparison,exact,0.0007245,471
caa1cdf4084a11ebbd56ac1f6bf848b6,"Are both Hanimaadhoo International Airport and Andøya Airport, Andenes located in the same country?",no,No,True,direct,comparison,exact,0.0017320000000000002,1144
c18c8d7c088c11ebbd6fac1f6bf848b6,Are Matías Molina and Sunisa Lee of the same nationality?,no,No,True,direct,comparison,exact,0.0013950000000000002,922
0df769a80bdc11eba7f7acde48001122,What is the date of birth of the director of film Sixteen Daughters And No Father?,"September 6, 1895","September 6, 1895",True,direct,compositional,exact,0.001182,776
8b663386088c11ebbd6fac1f6bf848b6,Do both films City Police (Film) and Paradjanov (Film) have the directors from the same country?,no,No,True,direct,bridge_comparison,exact,0.001662,1084
7745d54508b611ebbd88ac1f6bf848b6,"Which film has the director born first, The Self-Made Wife or Nameless Men?",The Self-Made Wife,Christy Cabanne,False,direct,bridge_comparison,no_match,0.0010485,677
d3ed9c6108a611ebbd7fac1f6bf848b6,"Which film has the director who was born first, The Frighteners or Ambassador Bill?",Ambassador Bill,"Sam Taylor, director of ""Ambassador Bill""",True,direct,bridge_comparison,contains,0.0022969999999999996,1506
fa63aa9208c411ebbd8eac1f6bf848b6,Do director of film Full Moon High and director of film East Side Story (1997 film) have the same na...,no,No,True,direct,bridge_comparison,exact,0.0013449999999999998,878
a0f19344087d11ebbd6bac1f6bf848b6,Are Disrupt and The Fucking Buckaroos (Band) from the same country?,yes,No,False,direct,comparison,no_match,0.001411,923
bae06a2c087e11ebbd6bac1f6bf848b6,Are the directors of both films Kistimaat and The War With Grandpa from the same country?,no,Yes,False,direct,bridge_comparison,no_match,0.0014455,943
2a0545480bdc11eba7f7acde48001122,Where was the place of death of the director of film Héroes Sin Fama?,Buenos Aires,Buenos Aires,True,direct,compositional,exact,0.0012875,849
802c5f460bdd11eba7f7acde48001122,Which country the director of film Axis (Film) is from?,American,United States,False,direct,compositional,no_match,0.001132,747
533f296e0bdd11eba7f7acde48001122,Where was the place of death of the composer of film The Magic Flute (2006 Film)?,Vienna,Italy,False,direct,compositional,no_match,0.0013635000000000001,898
e6624d040bdb11eba7f7acde48001122,What is the place of birth of the director of film To Skin A Spy?,Lyon,"Lyon, France",True,direct,compositional,contains,0.0010735000000000002,706
a020caaa0bdb11eba7f7acde48001122,Where did Hank Reinhardt's wife graduate from?,Oberlin College,Oberlin College,True,direct,compositional,exact,0.0019865,1316
25dc8438097811ebbdb0ac1f6bf848b6,Are Deh-E Ali Akbar and Tirgari located in the same country?,yes,Yes,True,direct,comparison,exact,0.0014425,953
a2b938c60bd911eba7f7acde48001122,What is the date of death of the director of film Specter Of The Rose?,"April 18, 1964","April 18, 1964",True,direct,compositional,exact,0.001981,1308
5af6021108e311ebbda4ac1f6bf848b6,Do both directors of films The Ninja Mission and Living On The Edge (Film) share the same nationalit...,no,No,True,direct,bridge_comparison,exact,0.001707,1116
675d5b420bdc11eba7f7acde48001122,What is the date of birth of George Charles Wallich's father?,28 January 1786,28 January 1786,True,direct,compositional,exact,0.0015704999999999998,1038
e6f5cc7e0bda11eba7f7acde48001122,What nationality is Moina Mathers's husband?,British,English,False,direct,compositional,no_match,0.0021625000000000004,1436
77873c160bde11eba7f7acde48001122,Where did Sir Crispin Agnew Of Lochnaw's father die?,Mzuzu,"Mzuzu, Malawi",True,direct,compositional,contains,0.001945,1282
8cec26b008ee11ebbda8ac1f6bf848b6,Are Luka Božič and Rale Micic from the same country?,no,Slovenia,False,direct,comparison,no_match,0.0021325,1412
e41f8542098811ebbdb0ac1f6bf848b6,"Are both villages, Dam Tang-E Tikab and Bid Boland, Bushehr, located in the same country?",yes,"Yes, both villages, Dam Tang-E Tikab and Bid Boland, Bushehr, are located in the same country, Iran",True,direct,comparison,contains,0.001618,1059
adc5fc0a096e11ebbdb0ac1f6bf848b6,"Are both villages, Band-E Karim Khani and Thornford, located in the same country?",no,No,True,direct,comparison,exact,0.001675,1108
cdfcc5b608ac11ebbd83ac1f6bf848b6,"Who was born first, Ryan Stevenson (Cricketer) or Li Yining?",Li Yining,Li Yining,True,direct,comparison,exact,0.0012205,809
9cfb3ce008d711ebbd9aac1f6bf848b6,"Which film has the director died first, The Sleeping City or Mano Rubata?",The Sleeping City,"George Sherman, director of The Sleeping City",True,direct,bridge_comparison,contains,0.0014315,941
2a329e1a098a11ebbdb0ac1f6bf848b6,Are Ayqer Chaman-E Olya and Fesha-E Sofla located in the same country?,yes,Yes,True,direct,comparison,exact,0.0018725,1238
a540e81c086111ebbd5dac1f6bf848b6,"Which film has the director who was born later, Tutti Gli Uomini Del Deficiente or Untamed (1940 Fil...",Tutti Gli Uomini Del Deficiente,Tutti Gli Uomini Del Deficiente,True,direct,bridge_comparison,exact,0.000981,621
5171280e0bdc11eba7f7acde48001122,Which country the director of film In Celebration is from?,British,Britain,False,direct,compositional,no_match,0.0011285,745
4c1cc2aa08df11ebbda0ac1f6bf848b6,"Were both Jens Christian Hostrup and Tengiz Zamtaradze, born in the same place?",no,They were not born in the same place,True,direct,comparison,contains,0.0011195,729
687bb3c60bdb11eba7f7acde48001122,What is the date of birth of Antonia Of Savoy's father?,5 February 1438,"February 5, 1438",True,direct,compositional,word_overlap,0.002112,1395
195623d408f311ebbdaaac1f6bf848b6,Are Jaca Cathedral and Temple Of Proserpina located in the same country?,no,Spain,False,direct,comparison,no_match,0.001244,820
84ae04040bdb11eba7f7acde48001122,Where did the director of film Tit For Tat (1921 Film) die?,"Chobham, Surrey","Chobham, Surrey",True,direct,compositional,exact,0.0011965,793
582b1c8c094311ebbdaeac1f6bf848b6,"Which film came out first, Matrimonium or Kaala Patthar?",Kaala Patthar,Matrimonium,False,direct,comparison,no_match,0.0020950000000000005,1390
5b72193b097711ebbdb0ac1f6bf848b6,Are both Nagazeh-Ye Kuchak and Abadi Chaleh located in the same country?,yes,Yes,True,direct,comparison,exact,0.001662,1099
6e6fa96508f111ebbda8ac1f6bf848b6,"Who was born later, Angelika Slamová or Simen Spieler Nilsen?",Angelika Slamová,Angelika Slamová,True,direct,comparison,exact,0.0012090000000000002,798
75a6273b088d11ebbd70ac1f6bf848b6,Are the directors of both films Cannibal Girls and Battle Circus (Film) from the same country?,no,Ivan Reitman,False,direct,bridge_comparison,no_match,0.001553,1022
2cc00f2f086d11ebbd61ac1f6bf848b6,Do Milan Mijatović and Derrick Martin have the same nationality?,no,No,True,direct,comparison,exact,0.0016685,1097
14e4c2e6088b11ebbd6fac1f6bf848b6,Are the directors of films Retalhos Da Vida De Um Médico and The Shooting both from the same country...,no,United States,False,direct,bridge_comparison,no_match,0.0034525000000000003,2290
513d7f8a090811ebbdadac1f6bf848b6,"Which film was released more recently, The Possession Of Joel Delaney or Pattinapakkam?",Pattinapakkam,Pattinapakkam,True,direct,comparison,exact,0.0015455,1021
c7c2eb840bda11eba7f7acde48001122,When did the director of film Martín Rivas (Film) die?,5 September 1965,"September 5, 1965",True,direct,compositional,word_overlap,0.0014260000000000002,938
71ea26f2086d11ebbd62ac1f6bf848b6,Do both films: Chatrak and Sex And Blood In The Trail Of The Treasure have the directors from the sa...,no,No,True,direct,bridge_comparison,exact,0.0015375,1000
0829af8c0bdb11eba7f7acde48001122,What is the date of death of the director of film They Didn'T Know?,4 February 1986,4 February 1986,True,direct,compositional,exact,0.0017929999999999999,1183
549db0b7097d11ebbdb0ac1f6bf848b6,"Are both villages, Golema Rečica and Nian, Kermanshah, located in the same country?",no,No,True,direct,comparison,exact,0.0012785000000000001,833
a61b439f087111ebbd63ac1f6bf848b6,Are both director of film Proloy (Film) and director of film The War Boy from the same country?,no,No,True,direct,bridge_comparison,exact,0.001526,1001
738224960bd911eba7f7acde48001122,What is the date of death of the director of film Heléne Of The North?,"March 30, 1949","March 30, 1949",True,direct,compositional,exact,0.0014605,959
4fb8ac920bd911eba7f7acde48001122,Where was the place of death of Marie Thérèse Of France (1667–1672)'s father?,Palace of Versailles,Palace of Versailles,True,cot,compositional,exact,0.002254,1487
392148960bb011ebab90acde48001122,Who is the paternal grandmother of Przemysław Potocki?,Ludwika Lubomirska,Ludwika Lubomirska,True,cot,inference,exact,0.0013025000000000003,853
fb87d8ea08e811ebbda6ac1f6bf848b6,"Who lived longer, Herbert Findeisen or Léonie Humbert-Vignot?",Léonie Humbert-Vignot,Léonie Humbert-V,True,cot,comparison,contains,0.0013755,867
c449c9da088511ebbd6dac1f6bf848b6,"Which film has the director born first, Sensation In Savoy or Devasuram?",Sensation In Savoy,Sensation in Savoy,True,cot,bridge_comparison,exact,0.001793,1148
ff9efaee085511ebbd59ac1f6bf848b6,"Which film has the director died later, Traición or Millipilleri?",Millipilleri,Millipilleri,True,cot,bridge_comparison,exact,0.0023115,1504
b473c23c088611ebbd6dac1f6bf848b6,"Do the movies Tantric Tourists and Emotional Arithmetic, originate from the same country?",no,No,True,cot,comparison,exact,0.0011615,758
2bb113d4087d11ebbd6aac1f6bf848b6,"Which film has the director who was born later, Brothers' Nest or The Young And The Guilty?",Brothers' Nest,The Young and the Guilty,False,cot,bridge_comparison,no_match,0.0016345,1051
c05167a308cb11ebbd93ac1f6bf848b6,Did Shana Mahaffey and André Egli have the same nationality?,no,Shana Mahaffey and André Egli did not have the same nationality,True,cot,comparison,contains,0.0014345000000000002,944
612e46fe08a411ebbd7cac1f6bf848b6,"Are the movies El Camino De San Diego and Vamps (Film), from the same country?",no,No,True,cot,comparison,exact,0.001075,700
543c70de085f11ebbd5cac1f6bf848b6,Were Samuel Hanson Stone and Will James (artist) from the same country?,no,Samuel Hanson Stone and Will James (artist) were not from the same country,True,cot,comparison,contains,0.001413,929
3e6813c2085211ebbd58ac1f6bf848b6,"Which film has the director who is older, The Magnificent Rogue or Amar Shakti?",The Magnificent Rogue,The director who is older is the director of The Magnificent Rogue,True,cot,bridge_comparison,contains,0.0014780000000000001,946
903c26ce087111ebbd63ac1f6bf848b6,"Which film has the director who was born first, Sangre De Mayo or Hell Boats?",Hell Boats,Hell Boats,True,cot,bridge_comparison,exact,0.0014245,910
688dabb40bd911eba7f7acde48001122,What is the place of birth of the performer of song Once I Loved?,Hoboken,Hoboken,True,cot,compositional,exact,0.003539,2350
6b2a4d760bdb11eba7f7acde48001122,When did Ji Shengde's father die?,"February 10, 2000","Ji Pengfei died on February 10, 2000",True,cot,compositional,contains,0.0015295,1003
a9a0b061099011ebbdb0ac1f6bf848b6,"Are both Bayfield, Wisconsin and Drmeni located in the same country?",no,"No, Bayfield, Wisconsin and Drmeni are not located in the same country",True,cot,comparison,contains,0.0012389999999999999,804
c6419d2c087a11ebbd67ac1f6bf848b6,"Which film has the director who died later, I Am A Camera (Film) or Among Vultures?",Among Vultures,"Alfred Vohrer, the director of Among Vultures",True,cot,bridge_comparison,contains,0.001623,1043
13dc98b80bda11eba7f7acde48001122,What nationality is the director of film Fag Hag (Film)?,American,American,True,cot,compositional,exact,0.0009615,631
a06cf618088011ebbd6cac1f6bf848b6,"Which film has the director who was born earlier, Joyless Street or Vaettiya Madichu Kattu?",Joyless Street,"Joyless Street, directed by Georg Wilhelm Pabst, has the director who was born earlier",True,cot,bridge_comparison,contains,0.0016905,1090
a1baa1ca088d11ebbd70ac1f6bf848b6,"Which film has the director born first, Best Of Enemies (2015 Film) or The Rhineland Girl?",The Rhineland Girl,"Johannes Meyer, the director of The Rhineland Girl, was born first",True,cot,bridge_comparison,contains,0.0014855,965
d12cf55c0bda11eba7f7acde48001122,Which country the composer of song The Autumn Waltz is from?,American,America,True,cot,compositional,contains,0.0012640000000000001,835
a0c5a73108b311ebbd86ac1f6bf848b6,"Did the movies We Stick Together Through Thick and Thin and Total Badass, originate from the same co...",no,The movies We Stick Together Through Thick and Thin and Total Badass did not originate from the same country,True,cot,comparison,contains,0.001242,800
7f3a4ebe0baf11ebab90acde48001122,Who is the maternal grandfather of Gaius Antonius (Brother Of Mark Antony)?,Lucius Julius Caesar,Lucius Julius Caesar,True,cot,inference,exact,0.0011025,725
02e1a5ce0bdc11eba7f7acde48001122,When did the director of film Society Girl (1932 Film) die?,"June 20, 1972","Sidney Lanfield, the director of the film Society Girl (1932 Film), died on June 20, 1972",True,cot,compositional,contains,0.0017705,1161
f78a0f9c08af11ebbd84ac1f6bf848b6,Did Franco Rossetti and Babette De Leede have the same nationality?,no,No,True,cot,comparison,exact,0.0023780000000000003,1564
5ed0bc4a097b11ebbdb0ac1f6bf848b6,"Which film was released first, Ganga Maiyya Tohe Piyari Chadhaibo or Olavina Udugore?",Ganga Maiyya Tohe Piyari Chadhaibo,Ganga Maiyya Tohe Piyari Chadhaibo was released first,True,cot,comparison,contains,0.0016215,1062
aa85c38e0bda11eba7f7acde48001122,When is Julian Farino's wife's birthday?,20 January 1970,Branka Katić's birthday is on 20 January,True,cot,compositional,word_overlap,0.0020450000000000004,1347
1ad3044208c211ebbd8bac1f6bf848b6,"Which film has the director born first, The Broken Coin or Our Friends, the Hayseeds?",The Broken Coin,The Broken Coin,True,cot,bridge_comparison,exact,0.0017205,1102
1d37a568088011ebbd6cac1f6bf848b6,Are director of film Red Dust (1999 Film) and director of film Kaadhal (1952 Film) from the same cou...,no,"Zrinko Ogresta, the director of Red Dust (1999 film), and P. S. Ramakrishna Rao, the director of Kaadhal (1952 film), are not from the same country",True,cot,bridge_comparison,contains,0.0015945,1025
e1dd507c0bda11eba7f7acde48001122,What is the cause of death of director of film What Every Girl Should Know (Film)?,heart attack,Charles Reisner died of a heart attack,True,cot,compositional,contains,0.0013605000000000002,893
e07e7a680bd911eba7f7acde48001122,When was the director of film Carmen Jones (Film) born?,5 December 1905,"Otto Preminger, the director of the film Carmen Jones, was born on 5 December 1905",True,cot,compositional,contains,0.0017710000000000002,1163
bb3049d4085b11ebbd5cac1f6bf848b6,"Did the movies French Without Tears (Film) and Desert Hell, originate from the same country?",no,The movies French Without Tears (Film) and Desert Hell originated from different countries,False,cot,comparison,no_match,0.0010835,708
95e2adbf08e411ebbda4ac1f6bf848b6,"Which film has the director who was born later, No Day Without You or Chakrapani?",Chakrapani,P,True,cot,bridge_comparison,contains,0.001449,916
a8a591d8086611ebbd5eac1f6bf848b6,"Who was born later, Ralph Earle Jr. or Kelley Jones?",Kelley Jones,Kelley Jones was born later than Ralph Earle Jr,True,cot,comparison,contains,0.001283,834
b85735cf09b311ebbdb0ac1f6bf848b6,"Are Fossebreen and Peak Pobeda, Sakha located in the same country?",no,"Fossebreen and Peak Pobeda, Sakha are not located in the same country",True,cot,comparison,contains,0.001435,940
3a6dda2908ce11ebbd94ac1f6bf848b6,Are both Urumbilum River and Ailette (River) located in the same country?,no,"No, Urumbilum River and Ailette (River) are not located in the same country",True,cot,comparison,contains,0.0007975000000000001,515
caa1cdf4084a11ebbd56ac1f6bf848b6,"Are both Hanimaadhoo International Airport and Andøya Airport, Andenes located in the same country?",no,"No, Hanimaadhoo International Airport and Andøya Airport, Andenes are not located in the same country",True,cot,comparison,contains,0.0018295,1201
c18c8d7c088c11ebbd6fac1f6bf848b6,Are Matías Molina and Sunisa Lee of the same nationality?,no,Matías Molina and Sunisa Lee are not of the same nationality,True,cot,comparison,contains,0.00147,967
0df769a80bdc11eba7f7acde48001122,What is the date of birth of the director of film Sixteen Daughters And No Father?,"September 6, 1895","September 6, 1895",True,cot,compositional,exact,0.0012605000000000001,825
8b663386088c11ebbd6fac1f6bf848b6,Do both films City Police (Film) and Paradjanov (Film) have the directors from the same country?,no,The directors of City Police (film) and Paradjanov (film) are not from the same country,True,cot,bridge_comparison,contains,0.0017740000000000002,1156
7745d54508b611ebbd88ac1f6bf848b6,"Which film has the director born first, The Self-Made Wife or Nameless Men?",The Self-Made Wife,"Christy Cabanne, the director of Nameless Men, was born first",False,cot,bridge_comparison,no_match,0.0011865,764
d3ed9c6108a611ebbd7fac1f6bf848b6,"Which film has the director who was born first, The Frighteners or Ambassador Bill?",Ambassador Bill,"Ambassador Bill, directed by Sam Taylor, had the director who was born first",True,cot,bridge_comparison,contains,0.0024055,1576
fa63aa9208c411ebbd8eac1f6bf848b6,Do director of film Full Moon High and director of film East Side Story (1997 film) have the same na...,no,The director of film Full Moon High and the director of film East Side Story (1997 film) do not have the same nationality,True,cot,bridge_comparison,contains,0.001583,1011
a0f19344087d11ebbd6bac1f6bf848b6,Are Disrupt and The Fucking Buckaroos (Band) from the same country?,yes,"Yes, Disrupt and The Fucking Buckaroos (band) are from the same country",True,cot,comparison,contains,0.001454,953
bae06a2c087e11ebbd6bac1f6bf848b6,Are the directors of both films Kistimaat and The War With Grandpa from the same country?,no,The directors of the films Kistimaat and The War with Grandpa are not from the same country,True,cot,bridge_comparison,contains,0.0015785,1025
2a0545480bdc11eba7f7acde48001122,Where was the place of death of the director of film Héroes Sin Fama?,Buenos Aires,Buenos Aires,True,cot,compositional,exact,0.001354,891
802c5f460bdd11eba7f7acde48001122,Which country the director of film Axis (Film) is from?,American,"The director of the film ""Axis"" is from America",False,cot,compositional,no_match,0.0012005000000000002,788
533f296e0bdd11eba7f7acde48001122,Where was the place of death of the composer of film The Magic Flute (2006 Film)?,Vienna,Vienna,True,cot,compositional,exact,0.0014565000000000001,953
e6624d040bdb11eba7f7acde48001122,What is the place of birth of the director of film To Skin A Spy?,Lyon,Lyon,True,cot,compositional,exact,0.0011185000000000001,736
a020caaa0bdb11eba7f7acde48001122,Where did Hank Reinhardt's wife graduate from?,Oberlin College,Oberlin College,True,cot,compositional,exact,0.0020485,1355
25dc8438097811ebbdb0ac1f6bf848b6,Are Deh-E Ali Akbar and Tirgari located in the same country?,yes,Yes,True,cot,comparison,exact,0.0015325,1005
a2b938c60bd911eba7f7acde48001122,What is the date of death of the director of film Specter Of The Rose?,"April 18, 1964","April 18, 1964",True,cot,compositional,exact,0.0020445,1349
5af6021108e311ebbda4ac1f6bf848b6,Do both directors of films The Ninja Mission and Living On The Edge (Film) share the same nationalit...,no,"The directors of the films ""The Ninja Mission"" and ""Living on the Edge (Film)"" do not share the same nationality",True,cot,bridge_comparison,contains,0.0018285,1191
675d5b420bdc11eba7f7acde48001122,What is the date of birth of George Charles Wallich's father?,28 January 1786,28 January 1786,True,cot,compositional,exact,0.001654,1089
e6f5cc7e0bda11eba7f7acde48001122,What nationality is Moina Mathers's husband?,British,British,True,cot,compositional,exact,0.0022655,1497
77873c160bde11eba7f7acde48001122,Where did Sir Crispin Agnew Of Lochnaw's father die?,Mzuzu,Mzuzu,True,cot,compositional,exact,0.002006,1323
8cec26b008ee11ebbda8ac1f6bf848b6,Are Luka Božič and Rale Micic from the same country?,no,Luka Božič and Rale Micic are not from the same country,True,cot,comparison,contains,0.002206,1457
e41f8542098811ebbdb0ac1f6bf848b6,"Are both villages, Dam Tang-E Tikab and Bid Boland, Bushehr, located in the same country?",yes,Yes,True,cot,comparison,exact,0.0016604999999999999,1088
adc5fc0a096e11ebbdb0ac1f6bf848b6,"Are both villages, Band-E Karim Khani and Thornford, located in the same country?",no,"No, Band-E Karim Khani and Thornford are not located in the same country",True,cot,comparison,contains,0.0018315,1193
cdfcc5b608ac11ebbd83ac1f6bf848b6,"Who was born first, Ryan Stevenson (Cricketer) or Li Yining?",Li Yining,Li Yining,True,cot,comparison,exact,0.001377,898
9cfb3ce008d711ebbd9aac1f6bf848b6,"Which film has the director died first, The Sleeping City or Mano Rubata?",The Sleeping City,"Alberto Lattuada, the director of ""Mano rubata,"" died first",False,cot,bridge_comparison,no_match,0.001609,1046
2a329e1a098a11ebbdb0ac1f6bf848b6,Are Ayqer Chaman-E Olya and Fesha-E Sofla located in the same country?,yes,Yes,True,cot,comparison,exact,0.0019820000000000003,1301
a540e81c086111ebbd5dac1f6bf848b6,"Which film has the director who was born later, Tutti Gli Uomini Del Deficiente or Untamed (1940 Fil...",Tutti Gli Uomini Del Deficiente,Untamed (1940 film) has the director who was born later,False,cot,bridge_comparison,no_match,0.001095,697
5171280e0bdc11eba7f7acde48001122,Which country the director of film In Celebration is from?,British,British,True,cot,compositional,exact,0.0011734999999999998,774
4c1cc2aa08df11ebbda0ac1f6bf848b6,"Were both Jens Christian Hostrup and Tengiz Zamtaradze, born in the same place?",no,Jens Christian Hostrup and Tengiz Zamtaradze were not born in the same place,True,cot,comparison,contains,0.0011695,763
687bb3c60bdb11eba7f7acde48001122,What is the date of birth of Antonia Of Savoy's father?,5 February 1438,5 February 1438,True,cot,compositional,exact,0.002161,1428
195623d408f311ebbdaaac1f6bf848b6,Are Jaca Cathedral and Temple Of Proserpina located in the same country?,no,"No, Jaca Cathedral and Temple of Proserpina are not located in the same country",True,cot,comparison,contains,0.0013419999999999999,876
84ae04040bdb11eba7f7acde48001122,Where did the director of film Tit For Tat (1921 Film) die?,"Chobham, Surrey","Chobham, Surrey",True,cot,compositional,exact,0.0012970000000000002,851
582b1c8c094311ebbdaeac1f6bf848b6,"Which film came out first, Matrimonium or Kaala Patthar?",Kaala Patthar,Kaala Patthar came out first,True,cot,comparison,contains,0.0021805,1441
5b72193b097711ebbdb0ac1f6bf848b6,Are both Nagazeh-Ye Kuchak and Abadi Chaleh located in the same country?,yes,"No, Nagazeh-Ye Kuchak and Abadi Chaleh are not located in the same country",False,cot,comparison,no_match,0.0018340000000000001,1193
6e6fa96508f111ebbda8ac1f6bf848b6,"Who was born later, Angelika Slamová or Simen Spieler Nilsen?",Angelika Slamová,Angelika Slamová was born later than Simen Spieler Nilsen,True,cot,comparison,contains,0.0014425,926
